Name,Location,Address,Contact,Website,Rating,Reviews,Source
Dade County Food Group LLC,"Miami, USA","19151 SW 108th Ave Suite 27, Miami, FL 33157, United States",N/A,N/A,5,100,Google Places
Thierry Isambert Culinary and Event Design,"Miami, USA","915 NW 72nd St, Miami, FL 33150, United States",N/A,N/A,4.8,148,Google Places
Junior's Catering,"Miami, USA","9250 W Flagler St Suite 1428, Miami, FL 33174, United States",N/A,N/A,5,22,Google Places
"Mena Catering, Inc.","Miami, USA","7462 SW 48th St, Miami, FL 33155, United States",N/A,N/A,5,41,Google Places
STYLE Catering,"Miami, USA","7705 NW 29th St UNIT 103, Miami, FL 33122, United States",N/A,N/A,5,26,Google Places
Miami Grill Catering,"Miami, USA","2350 W 84th St Suite 8, Hialeah, FL 33016, United States",N/A,N/A,5,156,Google Places
Soul Delight Catering | Miami Caterer,"Miami, USA","6118 NW 7th Ave, Miami, FL 33127, United States",N/A,N/A,5,19,Google Places
Eggwhites Special Event Catering,"Miami, USA","1419 NE 129th St, North Miami, FL 33161, United States",N/A,N/A,4.7,106,Google Places
Food Dudes Miami Inc.,"Miami, USA","5955 NE 2nd Ave, Miami, FL 33137, United States",N/A,N/A,5,56,Google Places
Mar International Catering Corp.,"Miami, USA","5061 Biscayne Blvd, Miami, FL 33137, United States",N/A,N/A,4.7,31,Google Places
Delicious Catering Services,"Miami, USA","10871 SW 188th St, Miami, FL 33157, United States",N/A,N/A,4.8,25,Google Places
Exquisite Bites Catering,"Miami, USA","860 NE 79th St B, Miami, FL 33138, United States",N/A,N/A,4.6,20,Google Places
CAST Catering & Events,"Miami, USA","7415 NW 54th St, Miami, FL 33166, United States",N/A,N/A,5,21,Google Places
Corporate Caterers,"Miami, USA","12015 SW 130th St #205, Miami, FL 33186, United States",N/A,N/A,4.9,114,Google Places
Cafe La Trova,"Miami, USA","['971 SW 8th St', 'Miami, FL 33130']",+17866154379,https://www.yelp.com/biz/cafe-la-trova-miami?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.4,1178,Yelp
Casa Ylang Ylang,"Miami, USA","['23950 SW 167th Ave', 'Homestead, FL 33031']",+13054403151,https://www.yelp.com/biz/casa-ylang-ylang-homestead?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,5.0,9,Yelp
AMR Motorplex,"Miami, USA","['1 Speedway Blvd', 'Homestead, FL 33035']",+18335278267,https://www.yelp.com/biz/amr-motorplex-homestead?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,3.9,9,Yelp
Villa Woodbine,"Miami, USA","['2167 S Bayshore Dr', 'Miami, FL 33133']",+13058586660,https://www.yelp.com/biz/villa-woodbine-miami?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.5,37,Yelp
Secret Gardens Miami,"Miami, USA","['14450 SW 248th St', 'Homestead, FL 33032']",+13055077405,https://www.yelp.com/biz/secret-gardens-miami-homestead-2?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,3.9,57,Yelp
Marfil Bistro,"Miami, USA","['8347 NW 36th St', 'Doral, FL 33166']",+13059607054,https://www.yelp.com/biz/marfil-bistro-doral?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.3,419,Yelp
The Fire Tower,"Miami, USA","['8000 NW 21st St', 'Miami, FL 33122']",+13055936100,https://www.yelp.com/biz/the-fire-tower-miami?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.3,7,Yelp
FarmHouse Miami,"Miami, USA","['16901 SW 177th Ave', 'Miami, FL 33187']",+17869420557,https://www.yelp.com/biz/farmhouse-miami-miami?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.1,79,Yelp
Joy Wallace Catering,"Miami, USA","['18001 Old Cutler Rd', 'Ste 362', 'Miami, FL 33157']",+13052520020,https://www.yelp.com/biz/joy-wallace-catering-miami?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,5.0,2,Yelp
EB Hotel Miami,"Miami, USA","['4299 NW 36th St', 'Miami Springs, FL 33166']",+13053246835,https://www.yelp.com/biz/eb-hotel-miami-miami-springs?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.2,185,Yelp
Luxury Events,"Miami, USA","['Miami, FL 33125']",+17865891012,https://www.yelp.com/biz/luxury-events-miami?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,0.0,0,Yelp
The stage ,"Miami, USA","['1085 E 13th St', 'Hialeah, FL 33010']",+17868004012,https://www.yelp.com/biz/the-stage-hialeah-2?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,0.0,0,Yelp
Revolution Party Venue,"Miami, USA","['14271 Sw 120th St', 'Ste 108', 'Miami, FL 33186']",+17863327065,https://www.yelp.com/biz/revolution-party-venue-miami?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,3.5,2,Yelp
Old's Havana Cuban Bar & Cocina,"Miami, USA","['1442 SW 8th St', 'Miami, FL 33135']",+17865182196,https://www.yelp.com/biz/olds-havana-cuban-bar-and-cocina-miami?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.4,2835,Yelp
SGWS Wynwood,"Miami, USA","['2105 North Miami Ave', 'Miami, FL 33127']",+19543641602,https://www.yelp.com/biz/sgws-wynwood-miami?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,0.0,0,Yelp
Blue Martini,"Miami, USA","['900 S Miami Ave', 'Ste 250', 'Miami, FL 33130']",+13059812583,https://www.yelp.com/biz/blue-martini-miami-4?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,3.2,498,Yelp
Royal Mansion & Gardens,"Miami, USA","['24965 SW 162nd Ave', 'Homestead, FL 33031']",+17863861116,https://www.yelp.com/biz/royal-mansion-and-gardens-homestead?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,0.0,0,Yelp
Golf Miami 305,"Miami, USA","['19715 NW 37th Ave', 'Miami Gardens, FL 33056']",+13056501706,https://www.yelp.com/biz/golf-miami-305-miami-gardens?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,0.0,0,Yelp
The Speakeasy by Spanish Marie,"Miami, USA","['14241 SW 120th St', 'Ste 109', 'Spanish Marie', 'Miami, FL 33186']",+13054565490,https://www.yelp.com/biz/the-speakeasy-by-spanish-marie-miami?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,5.0,3,Yelp
Eden Regal Ballroom & Catering,"Miami, USA","['1400 N 46th Ave', 'Hollywood, FL 33021']",+19549223344,https://www.yelp.com/biz/eden-regal-ballroom-and-catering-hollywood-2?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.5,14,Yelp
The Deck at Island Gardens,"Miami, USA","['888 MacArthur Cswy', 'Miami, FL 33132']",+17866274949,https://www.yelp.com/biz/the-deck-at-island-gardens-miami-3?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,3.9,460,Yelp
The Club at Weston Hills,"Miami, USA","['2600 Country Club Way', 'Weston, FL 33332']",+19543844600,https://www.yelp.com/biz/the-club-at-weston-hills-weston?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,3.0,23,Yelp
Miami Portable Cooling,"Miami, USA","['7900 Harbor Island Dr', 'North Bay Village, FL 33138']",+13053304809,https://www.yelp.com/biz/miami-portable-cooling-north-bay-village?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,5.0,1,Yelp
Venetian Banquet Hall,"Miami, USA","['8300 W Flagler St', 'Ste 125', 'La Roma Plaza Shopping Center', 'Miami, FL 33144']",+13055545454,https://www.yelp.com/biz/venetian-banquet-hall-miami?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,3.5,16,Yelp
Lux Neon Art Gallery,"Miami, USA","['1210 Stirling Rd', 'Ste 1A', 'Dania Beach, FL 33004']",+19544772768,https://www.yelp.com/biz/lux-neon-art-gallery-dania-beach-2?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,5.0,1,Yelp
Events Banquet Hall,"Miami, USA","['144 NE 8th St', 'Homestead, FL 33030']",+17862341207,https://www.yelp.com/biz/events-banquet-hall-homestead?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,5.0,1,Yelp
Little Havana Social Club,"Miami, USA","['1601 SW 8th St', 'Miami, FL 33135']",+17864939042,https://www.yelp.com/biz/little-havana-social-club-miami?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,0.0,0,Yelp
Revolution Party Venues,"Miami, USA","['14271 SW 120th St', 'Ste 108', 'Miami, FL 33186']",+17863327065,https://www.yelp.com/biz/revolution-party-venues-miami?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.7,24,Yelp
Gale Miami Hotel & Residence,"Miami, USA","['601 NE 1st Ave', 'Miami, FL 33132']",+13057684253,https://www.yelp.com/biz/gale-miami-hotel-and-residence-miami?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,3.2,13,Yelp
Tony's Reception Palace,"Miami, USA","['1800 W 68th St', 'Hialeah, FL 33012']",+13058274174,https://www.yelp.com/biz/tonys-reception-palace-hialeah?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,3.4,22,Yelp
Cèrto,"Miami, USA","['1200 SW 57th Ave', 'Miami, FL 33144']",+13054563200,https://www.yelp.com/biz/c%C3%A8rto-miami-3?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.7,336,Yelp
IntiPure Delight,"Miami, USA","['Naranja, FL 33032']",+17862034616,https://www.yelp.com/biz/intipure-delight-naranja-2?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,0.0,0,Yelp
Ritmos Venue,"Miami, USA","['419 NW 77th Ct', 'Ste 418', 'Miami, FL 33016']",+13055021132,https://www.yelp.com/biz/ritmos-venue-miami?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.2,13,Yelp
The Sacred Space Miami,"Miami, USA","['105 NE 24th St', 'Miami, FL 33137']",+17866215006,https://www.yelp.com/biz/the-sacred-space-miami-miami?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.3,20,Yelp
Fairchild Tropical Botanic Garden,"Miami, USA","['10901 Old Cutler Rd', 'Coral Gables, FL 33156']",+13056671651,https://www.yelp.com/biz/fairchild-tropical-botanic-garden-coral-gables-2?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.6,458,Yelp
First Baptist Fort Lauderdale,"Miami, USA","['301 E Broward Blvd', 'Fort Lauderdale, FL 33301']",+19545276800,https://www.yelp.com/biz/first-baptist-fort-lauderdale-fort-lauderdale-3?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.7,20,Yelp
Tipsi Place,"Miami, USA","['13201 SW 197th Ave', 'Miami, FL 33196']",+13055052508,https://www.yelp.com/biz/tipsi-place-no-title?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,0.0,0,Yelp
Hyatt Regency Coral Gables,"Miami, USA","['50 Alhambra Plz', 'Coral Gables, FL 33134']",+13054411234,https://www.yelp.com/biz/hyatt-regency-coral-gables-coral-gables-2?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,3.8,166,Yelp
Las Vegas Banquet Hall,"Miami, USA","['1475 W Okeechobee Rd', 'Ste 12', 'Hialeah, FL 33010']",+13053629196,https://www.yelp.com/biz/las-vegas-banquet-hall-hialeah?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,3.8,6,Yelp
MINIMAX- Experiential Event Agency,"Miami, USA","['3745 NW 50th St', 'Unit A', 'Miami, FL 33142']",+13059005512,https://www.yelp.com/biz/minimax-experiential-event-agency-miami-2?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,5.0,3,Yelp
Club Vault,"Miami, USA","['2801 Greene St', 'Hollywood, FL 33020']",+19545461942,https://www.yelp.com/biz/club-vault-hollywood?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,3.8,14,Yelp
Onyx Luxury Banquet Hall,"Miami, USA","['2717 SW 142nd Ave', 'Miami, FL 33175']",+17866152587,https://www.yelp.com/biz/onyx-luxury-banquet-hall-miami-7?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,5.0,1,Yelp
Yosoy Creative Space,"Miami, USA","['139 NE 1st Ave', 'Hallandale Beach, FL 33009']",+19545476959,https://www.yelp.com/biz/yosoy-creative-space-hallandale-beach?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.3,8,Yelp
Penthouse at Riverside Wharf,"Miami, USA","['125 SW North River Dr', 'Miami, FL 33130']",+13054001900,https://www.yelp.com/biz/penthouse-at-riverside-wharf-miami?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.6,9,Yelp
Miami Elks Lodge 948,"Miami, USA","['10301 SW 72nd St', 'Miami, FL 33173']",+13052708283,https://www.yelp.com/biz/miami-elks-lodge-948-miami?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.9,11,Yelp
Extreme Rage Paintball Park,"Miami, USA","['6401 Sheridan St', 'Hollywood, FL 33024']",+19549869089,https://www.yelp.com/biz/extreme-rage-paintball-park-hollywood?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.1,68,Yelp
La Playa Rooftop,"Miami, USA","['600 Seabreeze Blvd', 'Fort Lauderdale, FL 33316']",+19546168315,https://www.yelp.com/biz/la-playa-rooftop-fort-lauderdale?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.2,41,Yelp
Milander Center for Arts and Entertainment,"Miami, USA","['4800 Palm Ave', 'Hialeah, FL 33012']",+13058270681,https://www.yelp.com/biz/milander-center-for-arts-and-entertainment-hialeah?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.5,8,Yelp
TownePlace Suites by Marriott Miami Homestead,"Miami, USA","['935 NE 30th Ter', 'Homestead, FL 33033']",+13052482001,https://www.yelp.com/biz/towneplace-suites-by-marriott-miami-homestead-homestead?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.1,17,Yelp
Big Five Club,"Miami, USA","['600 SW 92nd Ave', 'Miami, FL 33174']",+13052232818,https://www.yelp.com/biz/big-five-club-miami?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,3.7,13,Yelp
The Heights Catering,"Houston, USA","1219 Shepherd Dr ste a, Houston, TX 77007, United States",N/A,N/A,4.9,86,Google Places
DINE Catering and Events,"Houston, USA","12665 Veterans Memorial Dr A, Houston, TX 77014, United States",N/A,N/A,4.8,110,Google Places
Houston Catering Concepts,"Houston, USA","5422 Bellaire Blvd Unit C, Bellaire, TX 77401, United States",N/A,N/A,4.9,25,Google Places
Cafe Natalie Catering,"Houston, USA","3628 Westchase Dr, Houston, TX 77042, United States",N/A,N/A,4.7,141,Google Places
Uptown Catering,"Houston, USA","3223 Houston Ave, Houston, TX 77009, United States",N/A,N/A,4.9,66,Google Places
Corporate Caterers,"Houston, USA","11205 S Main St # 110, Houston, TX 77025, United States",N/A,N/A,4.9,145,Google Places
City View Catering,"Houston, USA","1809 Gessner Rd, Houston, TX 77080, United States",N/A,N/A,4.7,84,Google Places
A La Carte Events & Catering,"Houston, USA","10887 S Wilcrest Dr Suite D, Houston, TX 77099, United States",N/A,N/A,4.7,42,Google Places
Jackson & Company,"Houston, USA","707 Hawthorne St, Houston, TX 77006, United States",N/A,N/A,4.7,67,Google Places
Churrascos Catering,"Houston, USA","3300 S Gessner Rd # 211, Houston, TX 77063, United States",N/A,N/A,5,178,Google Places
Butter & Company,"Houston, USA","923 Nicholson St #6749, Houston, TX 77008, United States",N/A,N/A,4.7,11,Google Places
New Season Catering,"Houston, USA","6159 Farm to Market 1960 Rd W, Houston, TX 77069, United States",N/A,N/A,4.9,59,Google Places
A Fare Extraordinaire,"Houston, USA","7122 Old Katy Rd, Houston, TX 77024, United States",N/A,N/A,4.9,35,Google Places
Culinaire,"Houston, USA","3900 Milam St #5100, Houston, TX 77006, United States",N/A,N/A,4.7,19,Google Places
Pappas Catering,"Houston, USA","6445 Richmond at, Hillcroft Ave, Houston, TX 77057, United States",N/A,N/A,4.8,35,Google Places
Los Chef Hermanos Catering and Banquet Hall,"Houston, USA","8225 Cantrell St, Houston, TX 77074, United States",N/A,N/A,4.6,121,Google Places
Tj's Catering,"Houston, USA","1100 W Dallas St, Houston, TX 77019, United States",N/A,N/A,4.7,29,Google Places
Corporate Caterers,"Houston, USA","11520 Northwest Fwy, Houston, TX 77092, United States",N/A,N/A,4.9,29,Google Places
Goode Company Catering,"Houston, USA","2515 North Blvd, Houston, TX 77098, United States",N/A,N/A,4.5,25,Google Places
Master Chef Catering,"Houston, USA","22818 Park Rd, Tomball, TX 77377, United States",N/A,N/A,4.9,41,Google Places
Soiree Event Venue,"Houston, USA","['1125 Providence St', 'Houston, TX 77002']",+13019052323,https://www.yelp.com/biz/soiree-event-venue-houston?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,5.0,2,Yelp
Triola's Kitchen,"Houston, USA","['4606 N Main St', 'Houston, TX 77009']",+18323904745,https://www.yelp.com/biz/triolas-kitchen-houston?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.6,119,Yelp
Los Chefs Hermanos Catering,"Houston, USA","['7050 Bissonnet St', 'Houston, TX 77074']",+17135419131,https://www.yelp.com/biz/los-chefs-hermanos-catering-houston-2?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,5.0,4,Yelp
Dukessa,"Houston, USA","['2840 Chimney Rock Rd', 'Houston, TX 77056']",+18329824852,https://www.yelp.com/biz/dukessa-houston-17?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,3.8,17,Yelp
Courville's,"Houston, USA","['1744 Rose Ln', 'Beaumont, TX 77713']",+14098609811,https://www.yelp.com/biz/courvilles-beaumont-2?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.4,8,Yelp
Tamez Event Hall,"Houston, USA","['12509 Green River Dr', 'Houston, TX 77044']",+13468015309,https://www.yelp.com/biz/tamez-event-hall-no-title?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,0.0,0,Yelp
Lydia's Catering Southern Catering & Cuisine,"Houston, USA","['939 Eldridge Rd', 'Sugar Land, TX 77478']",+18324140106,https://www.yelp.com/biz/lydias-catering-southern-catering-and-cuisine-sugar-land?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,4.5,20,Yelp
Royal Cypress Venue,"Houston, USA","['18107 Longenbaugh Rd', 'Cypress, TX 77433']",+13464122435,https://www.yelp.com/biz/royal-cypress-venue-cypress?adjust_creative=7qIzSFJ1mzupQXIcR8dzSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7qIzSFJ1mzupQXIcR8dzSw,5.0,2,Yelp
